Case Type,Case Number,Status,Source,Incident Date,Incident Time,Incident Location Type,Incident Location,Incident City,Incident State,Incident Zip,Lat,Lon,Incident County,Child ID 1,Child ID 2,Child ID 3,Child ID 4,Child ID 5,Child ID 6,Child Race 1,Child Race 2,Child Race 3,Child Race 4,Child Race 5,Child Race 6,Child Gender 1,Child Gender 2,Child Gender 3,Child Gender 4,Child Gender 5,Child Gender 6,Child Perceived Age 1,Child Perceived Age 2,Child Perceived Age 3,Child Perceived Age 4,Child Perceived Age 5,Child Perceived Age 6,Offender Gender 1,Offender Gender 2,Offender Gender 3,Offender Race 1,Offender Race 2,Offender Race 3,Offender Age 1,Offender Age 2,Offender Age 3,Offender Perceived Age 1,Offender Perceived Age 2,Offender Perceived Age 3,Vehicle Style 1,Vehicle Style 2,Vehicle Color 1,Vehicle Color 2,How Got Away,How Got Away Detail,Offender Method Animal,Offender Method Candy,Offender Method Money,Offender Method Ride,Offender Method Other,Offender Method Other Detail
Attempted Abduction,1211027,Closed,Internet,2013-01-31,7:20 PM,Street,Williams Av & Pleasant Av,Hamilton,OH,45015,39.373489,-84.5572784,Butler,481364,481365,481366,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,10,11,13,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1211174,Closed,Internet,2013-02-15,4:30 PM,Street,2442 Ross Rd,Silver Spring,MD,20910,38.9971182,-77.0531206,Montgomery,481531,481533,481534,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,Hispanic,,,,,,40-49,,,,,,,Ran Away,,0,0,0,0,-1,Conversation
Attempted Abduction,1212165,Closed,Internet,2013-03-03,12:00 AM,Street,Steel Bridge Rd & Hale View Cir,Canton,GA,30114,34.2367621,-84.4907621,Cherokee,482667,482669,482670,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,11,Unknown,Unknown,,,,Male,,,Unknown,,,,,,20-30,,,,,Silver,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1212168,Closed,Internet,2013-03-07,6:00 PM,Street,Harrison St & Art Hill St,Nixa,MO,65714,37.0381505,-93.2994965,Christian,482675,482676,482677,,,,Unknown,Unknown,Unknown,,,,Female,Female,Male,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,30-39,,,Sport Utility,,Green,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1212233,Closed,Internet,2013-03-02,12:00 AM,Street,4500 Bannister Road,Fair Oaks,CA,95628,38.6464936,-121.2870714,Sacramento,482752,482753,482754,,,,Unknown,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,20-26,,,,,,,Released,,0,0,0,0,-1,None
Attempted Abduction,1212565,Closed,Internet,2012-02-02,12:00 AM,Street,Unknown,Oklahoma City,OK,73135,35.3914547,-97.7324421,Oklahoma,483144,483153,483154,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Black,,,,,,20-29,,,"Sedan, 4 door",,Brown,,Ran Away,,0,0,0,0,-1,Unknown
Attempted Abduction,1213682,Closed,Internet,2013-04-04,3:40 PM,Street,5300 NW 72nd St,Urbandale,IA,50322,41.6564988,-93.7171288,Polk,484448,484449,484450,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,20-29,,,Pickup Truck,,,,Ignored/Refused,,0,-1,0,0,0,
Attempted Abduction,1213763,Closed,Internet,2012-11-02,12:00 AM,Street,Zuni St & W 96th Ave,Denver,CO,80260,39.8708151,-105.0155276,Adams,484526,484527,484528,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,8,12,Unknown,,,,Male,,,Hispanic,,,,,,25-30,,,,,,,Fought/Broke Free,,0,0,0,0,-1,None
Attempted Abduction,1213903,Closed,Internet,2013-04-05,12:00 AM,Street,Unknown,Weathersfield,OH,44446,41.1723807,-80.7879407,Trumbull,484680,484682,484683,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,11,11,10,,,,Male,,,Black,,,47,,,,,,Pickup Truck,,,,Ran Away,,0,0,0,0,-1,Lost son
Attempted Abduction,1213769,Closed,Internet,2013-04-05,12:00 AM,Street,Heaton Blvd & Columbus Ave,Nile,OH,44446,41.1984378,-80.7721727,Trumbull,484684,484686,484688,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,11,11,10,,,,Male,,,White,,,,,,Unknown,,,Pickup Truck,,,,Unknown,,-1,0,0,0,0,
Attempted Abduction,1214751,Closed,Internet,2013-04-16,12:00 AM,Street,W Burton Ave & N Cortessa Pkwy,Waddell,AZ,85355,33.5757241,-112.450352,Maricopa,485639,485640,485641,,,,Unknown,Unknown,Unknown,,,,Male,Male,Unknown,,,,8,10,12,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1214777,Closed,Internet,2013-04-24,12:00 AM,Street,Sunnymead Blvd & Frederick St,Moreno Valley,CA,92553,33.9397593,-117.2615337,Riverside,485670,485672,485673,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Hispanic,,,33,,,,,,Pickup Truck,,Black,,Other,Suspect drove away,0,0,0,0,-1,None
Attempted Abduction,1214885,Closed,Internet,2013-02-27,12:00 AM,Street,Unknown,Sugar Land,TX,77479,29.6196787,-95.6349463,Fort Bend,485792,485794,485795,,,,Unknown,Unknown,Unknown,,,,Male,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Asian,,,55,,,,,,,,,,Other,Suspect walked away,0,0,0,0,-1,None
Attempted Abduction,1215100,Closed,Internet,2013-04-14,12:00 AM,Street,2157 Jeffrey Dr,North Bellmore,NY,11710,40.7000381,-73.5471414,Nassau,486043,486044,486045,,,,White,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,12,Unknown,Unknown,,,,Male,,,Unknown,,,,,,40,,,Van,,White,,Other,Suspect drove away,0,0,0,0,-1,None
Attempted Abduction,1215108,Closed,Internet,2013-04-19,12:00 AM,Street,William St & Fraser Ave,North Merrick,NY,11566,40.682326,-73.567701,Nassau,486056,486058,486059,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Unknown,,,,,,Unknown,,,"Sedan, 4 door",,,,Ran Away,,0,0,0,0,-1,Conversation
Attempted Abduction,1219305,Closed,Internet,2013-07-09,12:00 AM,Park,Unknown,Seattle,WA,98118,47.1584198,-122.2920269,King,490916,490917,490918,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,8,13,Unknown,,,,Male,Male,,Asian,Asian,,,,,90-99,44-49,,,,Green,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1222981,Closed,Internet,2013-07-25,4:30 PM,Restaurant,31361 Alvarado-Niles Rd,Union City,CA,94587,37.5978241,-122.0652844,Alameda,495420,495495,495496,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,70,,,,,,,,,,Other,Suspect fled scene,0,0,0,0,-1,None
Attempted Abduction,1223065,Closed,Internet,2013-09-06,7:15 AM,Street,100 E 61st St,Washington Park,IL,60637,41.7837753,-87.6221738,St. Clair,495544,495545,495546,,,,Unknown,Unknown,Unknown,,,,Female,Male,Male,,,,9,5,6,,,,Male,,,Unknown,,,,,,Unknown,,,,,White,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1223068,Closed,Internet,2013-09-08,12:00 AM,Street,890 N 400 W St,Pleasant Grove,UT,84062,40.3729913,-111.7456411,Utah,495548,495551,495552,,,,Unknown,Unknown,Unknown,,,,Female,Male,Male,,,,9,Unknown,Unknown,,,,Male,,,White,,,58,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1223615,Closed,Internet,2013-09-18,3:50 PM,Street,Falcon Landing Blvd,Katy,TX,77494,29.7318057,-95.8129189,Fort Bend,496278,496281,496282,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,9,10,Unknown,,,,Male,,,Black,,,,,,Unknown,,,Van,,White,,Ran Away,,0,0,0,0,-1,Parent sent
Attempted Abduction,1223616,Closed,Internet,2013-09-30,7:50 AM,Street,4800 block of Hickory Downs Dr,Houston,TX,77084,29.8443831,-95.6367155,Harris,496283,496284,496285,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Female,,,Hispanic,,,,,,40,,,Van,,Dark,,Ignored/Refused,,0,0,0,0,-1,None
Attempted Abduction,1225261,Closed,Internet,2013-10-29,6:10 AM,Street,13000 Hwy 8 Business,Lakeside,CA,92040,32.8246424,-116.9125252,San Diego,498741,498742,498743,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,Unknown,,,,,,Unknown,,,,,,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1228314,Closed,Internet,2014-01-10,12:00 AM,Street,S 4800 W & W Copper Glen Ct,West Jordan,UT,84088,40.6235969,-112.0054143,Salt Lake,503206,503207,503208,,,,Unknown,Unknown,Unknown,,,,Female,Male,Unknown,,,,10,5,8,,,,Male,,,Hispanic,,,,,,Unknown,,,,,Gold,,Unknown,,0,0,0,0,-1,Unknown
Attempted Abduction,1229429,Closed,Internet,2014-02-24,8:00 AM,Street,Elm St & Howard Ave,Rockford,IL,61102,42.2755578,-89.1224751,Winnebago,504857,504858,504859,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,40-49,,,Pickup Truck,,Green,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1229430,Closed,Internet,2014-02-25,12:00 AM,Street,Opportunity St,Gassville,AR,72635,36.2769721,-92.4882981,Baxter,504862,504863,504864,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,32-38,,,Van,,Red,,None,,0,0,0,0,-1,"Directions, Compliment"
Attempted Abduction,1230237,Closed,Internet,2014-03-25,7:00 PM,Street,6000 Meade St,St Joseph,MO,64504,39.7141011,-94.8659338,Buchanan,506037,506038,506039,,,,White,White,White,,,,Male,Female,Female,,,,9,5,4,,,,Male,,,Unknown,,,,,,Unknown,,,Truck,,White,,None,,0,-1,0,0,0,
Attempted Abduction,1230643,Closed,Internet,2014-03-22,7:00 PM,Home - Residence,4300 N Pershing Ave,Stockton,CA,95207,37.9849965,-121.3195104,San Joaquin,506629,506650,506651,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,11,Unknown,Unknown,,,,Male,,,Black,,,33,,,,,,,,,,Fought/Broke Free,"The screamed, kicked and pulled away from the suspect and fled into her home",0,0,0,0,-1,None
Attempted Abduction,1232565,Closed,Internet,2014-05-04,12:00 AM,Retail - Food/Conv/Gas,700 S Main St,Muldrow,OK,74948,35.4039226,-94.5983417,Sequoyah,509460,509462,509463,,,,Unknown,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,14,Unknown,Unknown,,,,Male,,,White,,,23,,,,,,Pickup Truck,,,,Fought/Broke Free,,0,0,0,0,-1,Smoking
Attempted Abduction,1234618,Closed,Internet,2014-06-11,2:00 PM,Unknown,Unknown,Alpena,AR,72611,36.2947919,-93.2921262,Boone,512498,512500,512501,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,10,11,11,,,,,,,,,,,,,,,,Sport Utility,Pickup Truck,Black,White,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1235352,Closed,Internet,2014-07-13,8:10 PM,Park,Rockpond Meadows Dr,Jacksonville,FL,32221,30.2944941,-81.8022257,Duval,513522,513523,513524,,,,White,Unknown,Unknown,,,,Female,Female,Female,,,,14,Unknown,Unknown,,,,Male,,,White,,,26,,,,,,,,,,Fought/Broke Free,Adult intervened,0,0,0,0,-1,Offered to show them something
Attempted Abduction,1244824,Closed,Internet,2015-02-21,12:00 AM,Hotel / Motel,Unknown,Hazleton,PA,18201,40.9584181,-75.9746472,Fayette,527598,527599,527600,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Hispanic,,,33,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1245195,Closed,Internet,2015-03-08,12:00 AM,Park,Sprague Park,Sprague,WA,99032,47.3001502,-117.9720688,Lincoln,528181,528183,528184,,,,White,White,White,,,,Male,Male,Female,,,,2,10,8,,,,Male,,,White,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1245792,Closed,Internet,2015-03-22,4:30 PM,Outdoor - Open Area,Meecher Rd & Expressway Ct,Gaylord,MI,49735,45.0298394,-84.6941691,Otsego,529146,529206,529207,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,8,Unknown,10,,,,Male,,,White,,,,,,Unknown,,,,,,,Fought/Broke Free,Screamed,0,0,0,0,-1,None
Attempted Abduction,1246825,Closed,Internet,2015-04-11,12:00 AM,Recreational - Other,10 W Castillo Dr,St. Augustine,FL,32084,29.8997816,-81.3151184,Saint Johns,530743,530746,530747,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,10,15,18,,,,Male,,,White,,,56,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1247165,Closed,Internet,2015-04-15,6:20 PM,Street,9500 Military Pkwy,Dallas,TX,75227,32.7683221,-96.6575864,Dallas,531280,531282,531283,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,13,14,15,,,,Male,,,White,,,46,,,,,,Sport Utility,,Red,,Ignored/Refused,Ran away,0,0,0,0,-1,Showed wallet
Attempted Abduction,1247828,Closed,Internet,2015-04-01,12:00 AM,Home - Residence,Peckham St & E Main St,Fall River,MA,2724,41.68824,-71.166721,Bristol,532553,533156,533157,,,,Unknown,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,9,Unknown,Unknown,,,,Male,,,Unknown,,,,,,20-29,,,Van,,,,Ignored/Refused,,0,-1,0,-1,-1,Hug & Kiss
Attempted Abduction,1248168,Closed,Internet,2015-04-15,12:00 AM,Park,Unknown,Farmington,NY,14425,42.9877521,-77.3094674,Ontario,533055,533314,533315,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,73,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1248807,Closed,Internet,2015-05-22,3:15 PM,Street,4100 Durbin Ave SE,Salem,OR,97317,44.9215232,-122.9800029,Marion,534040,534043,534044,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,7,9,Unknown,,,,Male,,,Black,,,,,,20-30,,,"Sedan, 2 door",,,,Adult/Child Intervened,,0,0,0,0,-1,Question
Attempted Abduction,1248945,Closed,Internet,2015-05-22,12:00 AM,Parking Lot/Garage,Oak Spring Rd,Canonsburg,PA,15317,40.2632448,-80.2032456,Washington,534242,534244,534245,,,,White,Unknown,Unknown,,,,Female,Unknown,Unknown,,,,12,3,1,,,,Male,,,White,,,53,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1248979,Closed,Internet,2015-05-25,10:00 AM,Street,1300 NW 99th St,Oklahoma City,OK,73114,35.5711837,-97.5359531,Oklahoma,534304,534310,534311,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Female,,,Black,,,29,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1248635,Closed,Internet,2015-05-19,7:30 PM,Home - Residence,Margaret Ct,Mahwah,NJ,7430,41.1005518,-74.1383696,Bergen,533777,534349,534350,,,,Unknown,Unknown,Unknown,,,,Female,Female,Unknown,,,,9,Unknown,Unknown,,,,Male,,,Unknown,,,,,,35-39,,,"Sedan, 4 door",,,,Ignored/Refused,Fought/Broke free; Ran Away,0,-1,0,0,0,
Attempted Abduction,1249369,Closed,Internet,2015-04-16,5:00 PM,Street,4500 Pennwood Ave,Las Vegas,NV,89102,36.1377608,-115.200407,Clark,534876,534877,534878,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,45,,,,,,,,,,Fought/Broke Free,,0,0,0,0,-1,Questions
Attempted Abduction,1249378,Closed,Internet,2015-05-28,12:00 AM,Street,Vollmerhausen Rd & Savage Guilford Rd,Jessup,MD,20794,39.1481842,-76.8270729,Howard,534893,534919,534920,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,9,10,Unknown,,,,Male,,,Black,,,25,,,,,,,,Green,,Ignored/Refused,The children also fled,0,0,0,-1,0,
Attempted Abduction,1249466,Closed,Internet,2015-06-01,12:00 AM,Home-Other,College Rd,Addison,IL,60532,41.9426439,-88.0438629,DuPage,535047,535050,535051,,,,Unknown,Unknown,Unknown,,,,Male,Female,Female,,,,4,6,7,,,,Male,,,White,,,34,,,,,,,,,,Adult/Child Intervened,Police Intervened,0,-1,0,0,0,
Attempted Abduction,1249534,Closed,Internet,2015-05-15,4:30 PM,Street,Westwood St & Westfield Ave,Detroit,MI,48228,42.3629679,-83.2311731,Wayne,535163,535164,535165,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,Black,,,,,,45-46,,,,,Black,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1250018,Closed,Internet,2015-05-31,11:30 AM,Street,Lambs Ln,Manalapan Township,NJ,7726,40.2431279,-74.3724976,Monmouth,535911,535913,535914,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,55-59,,,"Sedan, 4 door",,Silver,,Ran Away,,-1,0,0,0,0,
Attempted Abduction,1250020,Closed,Internet,2015-06-12,2:55 PM,Parking Lot/Garage,600 Evans Ave,Wyomissing,PA,19610,40.3252378,-75.9701768,Berks,535918,535919,535920,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,11,11,11,,,,Male,Male,,White,Black,,,,,20-29,20-29,,,,Black,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1250297,Closed,Internet,2015-06-05,9:00 PM,Home - Residence,21st St & Shotwell St,San Francisco,CA,94110,37.7572376,-122.4156569,San Francisco,536355,536356,536357,,,,Unknown,Unknown,Unknown,,,,Female,Female,Male,,,,12,4,5,,,,Male,,,Hispanic,,,29,,,,,,Pickup Truck,,White,,Ran Away,,0,0,0,0,-1,Questions
Attempted Abduction,1250463,Closed,Internet,2015-06-24,3:45 AM,Street,Water St,Epping,NH,3042,43.0378598,-71.0711744,Rockingham,536605,536608,536609,,,,Unknown,Unknown,Unknown,,,,Male,Male,Female,,,,Unknown,Unknown,Unknown,,,,Male,Female,,Unknown,Unknown,,,,,30-39,20-35,,Truck,,Black,,Ignored/Refused,,0,0,0,-1,-1,Questions; Conversation
Attempted Abduction,1251108,Closed,Internet,2015-07-04,12:00 AM,Retail - Food/Conv/Gas,1603 Vance Jackson Rd,San Antonio,TX,78213,29.4879736,-98.5377288,Bexar,537753,537756,537757,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,10,14,14,,,,Male,,,White,,,34,,,,,,,,,,Unknown,,0,0,0,0,-1,Question
Attempted Abduction,1250950,Closed,Internet,2015-07-03,2:00 PM,Parking Lot/Garage,Main St,Mapleton,PA,17052,40.4073133,-77.9365941,Huntingdon,537498,537870,537871,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,6,10,Unknown,,,,Male,,,White,,,75,,,,,,,,,,Adult/Child Intervened,,0,0,-1,0,0,
Attempted Abduction,1251956,Closed,Internet,2015-07-18,12:00 AM,Home - Residence,Unknown,Mehlville,MO,63125,38.2338464,-91.1437959,Saint Louis,539269,539272,539273,,,,Unknown,Unknown,Unknown,,,,Female,Male,Male,,,,11,Unknown,Unknown,,,,Male,,,Black,,,40,,,,,,"Sedan, 2 door",,Black,,Other,Suspect left the child's home,0,0,0,0,-1,None
Attempted Abduction,1252260,Closed,Internet,2015-07-25,4:00 PM,Park,Stokes Ferry Rd & River Rd,Richfield,NC,28137,35.5088975,-80.2244506,Rowan,539776,539778,539779,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,55,,,,,,,,,,Adult/Child Intervened,Witness called the police,0,0,0,0,-1,None
Attempted Abduction,1252502,Closed,Internet,2015-08-01,12:00 AM,Street,4708 Kansas St,Waco,TX,76705,31.620105,-97.082278,McLennan,540161,540166,540167,,,,Unknown,Unknown,Unknown,,,,Female,Female,Unknown,,,,11,12,17,,,,Male,,,White,,,57,,,,,,,,,,Unknown,,0,0,0,0,-1,Noise
Attempted Abduction,1252740,Closed,Internet,2015-08-05,5:00 PM,Home - Residence,3100 S 17th St & S Alder St,Tacoma,WA,98405,47.2447569,-122.4777321,Pierce,540572,540574,540575,,,,White,White,White,,,,Female,Unknown,Unknown,,,,2,9,7,,,,Male,,,Black,,,,,,Unknown,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1252819,Closed,Internet,2015-08-05,4:00 PM,Home - Residence,80 Hanover St,Meriden,CT,6451,41.5362662,-72.8050293,New Haven,540682,540684,540685,,,,Unknown,Unknown,Unknown,,,,Female,Female,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,Black,,,43,,,,,,,,,,Ignored/Refused,Ran away,0,0,0,0,-1,Called over
Attempted Abduction,1252891,Closed,Internet,2015-08-10,6:50 PM,Home - Residence,1700 S Westmoreland Blvd & Washington Blvd,Los Angeles,CA,90006,34.0399469,-118.3065564,Los Angeles,540789,540797,540862,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Female,,,,2,3,8,,,,Male,,,Hispanic,,,,,,25,,,Van,Pickup Truck,White,Burgundy,Adult/Child Intervened,The children screamed,0,0,0,0,-1,None
Attempted Abduction,1253606,Closed,Internet,2015-08-22,12:00 AM,Parking Lot/Garage,7200 Grove St,Marysville,WA,98270,48.0640697,-122.1333502,Snohomish,541856,541858,541859,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,,,White,,,,,,50-59,,,Sport Utility,,Gold,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1254674,Closed,Internet,2015-09-07,5:30 PM,Parking Lot/Garage,Rainier Ave S,Renton,WA,98057,47.4826495,-122.217201,King,543485,543487,543488,,,,Unknown,Unknown,Unknown,,,,Male,Unknown,Unknown,,,,2,7,6,,,,Female,,,White,,,34,,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1254887,Closed,Internet,2015-09-20,3:00 PM,Recreational - Other,7 Calhoun Ave,Destin,FL,32541,30.3969179,-86.5134493,Okaloosa,543793,543798,543799,,,,Unknown,Unknown,Unknown,,,,Female,Male,Female,,,,11,3,1,,,,Male,Male,,Unknown,Unknown,,55,54,,,,,,,,,Adult/Child Intervened,The mothers screamed,0,0,0,0,-1,None
Attempted Abduction,1256098,Closed,Internet,2015-10-11,1:30 PM,Home - Residence,400 Lori Dr,Paxtonia,PA,17112,40.3158905,-76.7762856,Dauphin,545435,545438,545439,,,,Unknown,Unknown,Unknown,,,,Male,Unknown,Unknown,,,,6,Unknown,Unknown,,,,Unknown,Male,,Unknown,Unknown,,,,,Unknown,Unknown,,Pickup Truck,,Red,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1256585,Closed,Internet,2015-10-18,6:10 PM,Street,College Ave & Webster St,Berkeley,CA,94705,37.8560824,-122.2529502,Alameda,546088,546089,546090,,,,Unknown,Unknown,Unknown,,,,Female,Female,Female,,,,Unknown,Unknown,Unknown,,,,Male,,,Hispanic,,,,,,25-35,,,Van,,,,Ran Away,Screamed,0,0,0,0,-1,None
Attempted Abduction,1256895,Closed,Internet,2015-10-10,12:00 AM,Retail - Other,4545 NW 16th St,Oklahoma City,OK,73127,35.4866903,-97.6031438,Oklahoma,546507,546512,546513,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,6,8,11,,,,Male,,,White,,,36,,,,,,,,,,Unknown,,0,0,0,0,-1,None
Attempted Abduction,1257301,Closed,Internet,2015-10-30,8:00 AM,Street,N 67th Ave & W Myrtle Ave,Glendale,AZ,85303,33.541941,-112.2030486,Maricopa,547044,547048,547049,,,,Unknown,Unknown,Unknown,,,,Male,Female,Female,,,,12,Unknown,Unknown,,,,Male,,,Unknown,,,,,,Unknown,,,Van,,,,Adult/Child Intervened,Refused,0,0,-1,-1,0,
Attempted Abduction,1257424,Closed,Internet,2015-10-31,3:15 PM,Street,E 3rd St & Clinton Ave,Elmhurst,IL,60126,41.9040649,-87.9277293,Du Page,547214,547217,547218,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,5,11,Unknown,,,,Male,,,Hispanic,,,,,,40,,,Sport Utility,,,,Ran Away,,0,-1,0,0,0,
Attempted Abduction,1257779,Closed,Internet,2015-11-08,12:00 AM,Restaurant,2101 NW 23rd St,Oklahoma City,OK,73107,35.4936499,-97.5481193,Oklahoma,547722,547724,547725,,,,Unknown,Unknown,Unknown,,,,Male,Male,Unknown,,,,Unknown,Unknown,Unknown,,,,Male,Male,,White,White,,45,19,,,,,,,,,Adult/Child Intervened,,0,0,0,0,-1,Question
Attempted Abduction,1258370,Closed,Internet,2015-10-01,12:00 AM,Retail - Other,350 E St,Nederland,CO,80466,39.9640857,-105.504874,Boulder,548566,548569,548570,,,,Unknown,Unknown,Unknown,,,,Unknown,Unknown,Unknown,,,,2,4,5,,,,Male,,,White,,,63,,,,,,Pickup Truck,,Gray,,Adult/Child Intervened,,0,0,0,0,-1,None
Attempted Abduction,1258444,Closed,Internet,2015-11-20,4:30 PM,Street,5300 Scott Dr,North Richland Hills,TX,76180,32.8434495,-97.2215719,Tarrant,548671,548672,548673,,,,Unknown,Unknown,Unknown,,,,Female,Male,Female,,,,7,7,15,,,,Male,,,White,,,,,,25-29,,,Truck,,Yellow,,Ran Away,,0,0,0,0,-1,None
Attempted Abduction,1258853,Closed,Internet,2015-11-18,7:00 PM,Outdoor - Open Area,N Ardenwood Dr,Baton Rouge,LA,70806,30.4642553,-91.1279602,East Baton Rouge,549257,549258,549870,,,,Unknown,Unknown,Unknown,,,,Female,Female,Male,,,,9,11,Unknown,,,,Male,,,Black,,,31,,,,,,,,,,Fought/Broke Free,Ran away; Child intervened,0,0,-1,0,-1,Lost iPhone
Attempted Abduction,1260493,Closed,Internet,2015-12-04,12:00 AM,Recreational - Other,1916 Race St,Jonesboro,AR,72401,35.8147231,-90.6838028,Craighead,551518,551520,551521,,,,Unknown,Unknown,Unknown,,,,Male,Male,Male,,,,Unknown,Unknown,Unknown,,,,Male,,,Hispanic,,,52,,,,,,,,,,Unknown,,0,0,0,0,-1,None
